filepath,disease,signer,label
landmarks/Bleed/rinki/RINKI_19.npy,Bleed,rinki,6
landmarks/TB/Akash/Akash__Akash__AKASH_16.npy,TB,akash,44
landmarks/Vomit/Umiraj/Umiraj__Umiraj__UMIRAJ_8.npy,Vomit,umiraj,46
landmarks/Hiv/rajkumar/RAJKUMAR_28.npy,Hiv,rajkumar,27
landmarks/ASTHMA/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM_12.npy,ASTHMA,harkhapratim gogoi,0
landmarks/Allergies/Kalyan/Kalyan__Kalyan__KALYAN_10.npy,Allergies,kalyan,1
landmarks/MUMPSE/NARESH/NARESH__NARESH__NARESH_7.npy,MUMPSE,naresh,31
landmarks/HEART ATTACK/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM_44.npy,HEART ATTACK,harkhapratim gogoi,24
landmarks/CONJUCTIVITIES/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM_22.npy,CONJUCTIVITIES,harkhapratim gogoi,10
landmarks/Retching/rajkumar/RAJKUMAR_22.npy,Retching,rajkumar,35
landmarks/Cold/Bishal/Bishal__Bishal__BISHAL_7.npy,Cold,bishal,12
landmarks/STOMACH ACHE/harkhapratim gogoi/HARKAPRATIM_4.npy,STOMACH ACHE,harkhapratim gogoi,39
landmarks/MUMPSE/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM28.npy,MUMPSE,harkhapratim gogoi,31
landmarks/CHICKEN POX/AKASH/AKASH__AKASH__AKASH_29.npy,CHICKEN POX,akash,9
landmarks/Sneeze/Anindita/Anindita__Anindita__WIN_20250602_12_20_53_Pro.npy,Sneeze,anindita,40
landmarks/Rash/Bishal/Bishal__Bishal__BISHAL_25.npy,Rash,bishal,34
landmarks/Sore Finger/Rinki/Rinki__Rinki__Rinki_2.npy,Sore Finger,rinki,41
landmarks/HEPATITIS/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM_18.npy,HEPATITIS,harkhapratim gogoi,26
landmarks/Hiv/rajkumar/RAJKUMAR_18.npy,Hiv,rajkumar,27
landmarks/Fever/anindita/WIN_20250602_12_27_40_Pro.npy,Fever,anindita,22
landmarks/Vomit/Umiraj/Umiraj__Umiraj__UMIRAJ_2.npy,Vomit,umiraj,46
landmarks/Sunburn/Umiraj/Umiraj__Umiraj__UMIRAJ_13.mp4.npy,Sunburn,umiraj,42
landmarks/Sore Finger/Junali/Junali__Junali__WIN_20250602_11_50_06_Pro.npy,Sore Finger,junali,41
landmarks/Broken Arm/Bishal/Bishal__Bishal__BISHAL_14.npy,Broken Arm,bishal,8
landmarks/DIARRHOEA/Naresh/Naresh__Naresh__NARESH_32.npy,DIARRHOEA,naresh,16
landmarks/ASTHMA/NARESH/NARESH__NARESH__NARESH_17.npy,ASTHMA,naresh,0
landmarks/BROKEN BONES/prakash/PRAKASH_12.npy,BROKEN BONES,prakash,3
landmarks/Back Ache/Junali/Junali__Junali__Junali_7.npy,Back Ache,junali,5
landmarks/Sneeze/Rajkumar/Rajkumar__Rajkumar__WIN_20250602_11_13_14_Pro.npy,Sneeze,rajkumar,40
landmarks/HEAT BURN/prakash/PRAKASH_1.npy,HEAT BURN,prakash,25
landmarks/RUNNY NOSE/chayanika/CHAYANIKA_17.npy,RUNNY NOSE,chayanika,33
landmarks/Sneeze/Anindita/Anindita__Anindita__WIN_20250602_12_20_46_Pro.npy,Sneeze,anindita,40
landmarks/Retching/rupanjali/RUPANJALI_13.npy,Retching,rupanjali,35
landmarks/Tooth ache/Junali/Junali__Junali__Junali_14.npy,Tooth ache,junali,45
landmarks/ASTHMA/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_11.npy,ASTHMA,arinjit kataki,0
landmarks/Cold/Biraj/Biraj__Biraj__BIRAJ_1.npy,Cold,biraj,12
landmarks/Cancer/anindita/ANINDITA_11.npy,Cancer,anindita,11
landmarks/JAUNDICE/AKASH/AKASH__AKASH__AKASH_20.npy,JAUNDICE,akash,30
landmarks/Injury/Biraj/Biraj__Biraj__BIRAJ_8.npy,Injury,biraj,28
landmarks/HEAD ACHE/prakash/PRAKASH_16.npy,HEAD ACHE,prakash,23
landmarks/CONJUCTIVITIES/AKASH/AKASH__AKASH__AKASH_4.npy,CONJUCTIVITIES,akash,10
landmarks/Sneeze/Rinki/Rinki__Rinki__WIN_20250602_12_41_53_Pro.npy,Sneeze,rinki,40
landmarks/ASTHMA/AKASH/AKASH__AKASH__AKASH_21.npy,ASTHMA,akash,0
landmarks/BLOOD PRESSURE/AKASH/AKASH__AKASH__AKASH_30.npy,BLOOD PRESSURE,akash,2
landmarks/STD/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_26.npy,STD,arinjit kataki,38
landmarks/Vomit/Kalyan/Kalyan__Kalyan__KALYAN_45.npy,Vomit,kalyan,46
landmarks/ASTHMA/SURESH/SURESH__SURESH__SURESH_2.npy,ASTHMA,suresh,0
landmarks/Cold/Umiraj/Umiraj__Umiraj__UMIRAJ_16.npy,Cold,umiraj,12
landmarks/Bleed/rupanjali/RUPANJALI_12.npy,Bleed,rupanjali,6
landmarks/TB/Arinjit Kataki/Arinjit_Kataki__Arinjit_Kataki__ARINJIT_27.npy,TB,arinjit kataki,44
landmarks/SHOULDER PAIN/pranati/PRANATI_7.npy,SHOULDER PAIN,pranati,36
landmarks/Rash/Shubham/Shubham__Shubham__SHUBHAM_12.npy,Rash,shubham,34
landmarks/Diabetes/rinki/RINKI_2.npy,Diabetes,rinki,17
landmarks/Ear Ache/Shubham/Shubham__Shubham__SHUBHAM_29.npy,Ear Ache,shubham,19
landmarks/Ear Ache/Bishal/Bishal__Bishal__BISHAL_1.npy,Ear Ache,bishal,19
landmarks/STOMACH ACHE/arinjit kataki/ARINJIT_51.npy,STOMACH ACHE,arinjit kataki,39
landmarks/Hiv/rinki/RINKI_6.npy,Hiv,rinki,27
landmarks/CONJUCTIVITIES/AKASH/AKASH__AKASH__AKASH_36.npy,CONJUCTIVITIES,akash,10
landmarks/Allergies/Bishal/Bishal__Bishal__BISHAL_25.npy,Allergies,bishal,1
landmarks/Sore Finger/Anindita/Anindita__Anindita__WIN_20250602_12_19_42_Pro.npy,Sore Finger,anindita,41
landmarks/CONJUCTIVITIES/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM_12.npy,CONJUCTIVITIES,harkhapratim gogoi,10
landmarks/Broken Arm/Biraj/Biraj__Biraj__BIRAJ_15.npy,Broken Arm,biraj,8
landmarks/Swell/anindita/WIN_20250602_12_22_40_Pro.npy,Swell,anindita,43
landmarks/SHOULDER PAIN/pranati/PRANATI_27.npy,SHOULDER PAIN,pranati,36
landmarks/Retching/rupanjali/RUPANJALI_32.npy,Retching,rupanjali,35
landmarks/FLU/harkhapratim gogoi/HARKAPRATIM_26.npy,FLU,harkhapratim gogoi,20
landmarks/Cancer/rupanjali/RUPANJALI_11.npy,Cancer,rupanjali,11
landmarks/STD/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_9.npy,STD,arinjit kataki,38
landmarks/Cold/Biraj/Biraj__Biraj__BIRAJ_9.npy,Cold,biraj,12
landmarks/CONJUCTIVITIES/AKASH/AKASH__AKASH__AKASH_5.npy,CONJUCTIVITIES,akash,10
landmarks/Cancer/anindita/ANINDITA_10.npy,Cancer,anindita,11
landmarks/nausea/junali/JUNALI_8.npy,nausea,junali,47
landmarks/BROKEN BONES/prakash/PRAKASH_30.npy,BROKEN BONES,prakash,3
landmarks/Bone Fracture/anindita/ANINDITA_1.npy,Bone Fracture,anindita,7
landmarks/ASTHMA/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM_27.npy,ASTHMA,harkhapratim gogoi,0
landmarks/Faint/rajkumar/RAJKUMAR_7.npy,Faint,rajkumar,21
landmarks/Cold/Umiraj/Umiraj__Umiraj__UMIRAJ_9.npy,Cold,umiraj,12
landmarks/JAUNDICE/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_4.npy,JAUNDICE,arinjit kataki,30
landmarks/JAUNDICE/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_29.npy,JAUNDICE,arinjit kataki,30
landmarks/SHOULDER PAIN/harkhapratim gogoi/HARKAPRATIM_12.npy,SHOULDER PAIN,harkhapratim gogoi,36
landmarks/Fever/anindita/Anindita_9.npy,Fever,anindita,22
landmarks/Measles/rinki/RINKI_5.npy,Measles,rinki,32
landmarks/Bone Fracture/rupanjali/RUPANJALI_9.npy,Bone Fracture,rupanjali,7
landmarks/Cold/Kalyan/Kalyan__Kalyan__KALYAN_12.npy,Cold,kalyan,12
landmarks/CHICKEN POX/AKASH/AKASH__AKASH__AKASH_2.npy,CHICKEN POX,akash,9
landmarks/HEAT BURN/pranati/PRANATI_31.npy,HEAT BURN,pranati,25
landmarks/DIARRHOEA/Naresh/Naresh__Naresh__NARESH_45.npy,DIARRHOEA,naresh,16
landmarks/Hiv/rupanjali/RUPANJALI_12.npy,Hiv,rupanjali,27
landmarks/CHICKEN POX/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM_11.npy,CHICKEN POX,harkhapratim gogoi,9
landmarks/BROKEN BONES/chayanika/CHAYANIKA_15.npy,BROKEN BONES,chayanika,3
landmarks/Fever/Junali/Junali__Junali__Junali_4.npy,Fever,junali,22
landmarks/Sunburn/Kalyan/Kalyan__Kalyan__KALYAN_33.mp4.npy,Sunburn,kalyan,42
landmarks/FLU/pranati/PRANATI_22.npy,FLU,pranati,20
landmarks/Faint/anindita/ANINDITA_14.npy,Faint,anindita,21
landmarks/Cough/Bishal/Bishal__Bishal__BISHAL_3.npy,Cough,bishal,13
landmarks/BRUISE/harkhapratim gogoi/HARKAPRATIM_3.npy,BRUISE,harkhapratim gogoi,4
landmarks/RUNNY NOSE/prakash/PRAKASH_30.npy,RUNNY NOSE,prakash,33
landmarks/FLU/prakash/PRAKASH_18.npy,FLU,prakash,20
landmarks/ASTHMA/NARESH/NARESH__NARESH__NARESH_5.npy,ASTHMA,naresh,0
landmarks/CHICKEN POX/AKASH/AKASH__AKASH__AKASH_7.npy,CHICKEN POX,akash,9
landmarks/CONJUCTIVITIES/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_8.npy,CONJUCTIVITIES,arinjit kataki,10
landmarks/Cold/Biraj/Biraj__Biraj__BIRAJ_18.npy,Cold,biraj,12
landmarks/Ear Ache/Biraj/Biraj__Biraj__BIRAJ_7.npy,Ear Ache,biraj,19
landmarks/SHOULDER PAIN/arinjit kataki/ARINJIT_3.npy,SHOULDER PAIN,arinjit kataki,36
landmarks/Tooth ache/Junali/Junali__Junali__WIN_20250602_11_46_51_Pro.npy,Tooth ache,junali,45
landmarks/Injury/Kalyan/Kalyan__Kalyan__KALYAN_6.npy,Injury,kalyan,28
landmarks/HEAD ACHE/prakash/PRAKASH_13.npy,HEAD ACHE,prakash,23
landmarks/Cut/Biraj/Biraj__Biraj__BIRAJ_9.npy,Cut,biraj,15
landmarks/Fever/Junali/Junali__Junali__Junali_18.npy,Fever,junali,22
landmarks/nausea/junali/JUNALI_24.npy,nausea,junali,47
landmarks/Sunburn/Kalyan/Kalyan__Kalyan__KALYAN_19.mp4.npy,Sunburn,kalyan,42
landmarks/Sunburn/Kalyan/Kalyan__Kalyan__KALYAN_24.mp4.npy,Sunburn,kalyan,42
landmarks/Cold/Umiraj/Umiraj__Umiraj__UMIRAJ_7.npy,Cold,umiraj,12
landmarks/STD/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_47.npy,STD,arinjit kataki,38
landmarks/Itch/anindita/ANINDITA_42.npy,Itch,anindita,29
landmarks/STD/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM_12.npy,STD,harkhapratim gogoi,38
landmarks/Retching/rinki/RINKI_7.npy,Retching,rinki,35
landmarks/Cut/Bishal/Bishal__Bishal__BISHAL_10.npy,Cut,bishal,15
landmarks/Cramp/Rinki/Rinki__Rinki__WIN_20250602_12_56_41_Pro.npy,Cramp,rinki,14
landmarks/Fever/Junali/Junali__Junali__WIN_20250602_12_07_32_Pro.npy,Fever,junali,22
landmarks/BRUISE/arinjit kataki/ARINJIT_14.npy,BRUISE,arinjit kataki,4
landmarks/HEAD ACHE/chayanika/CHAYANIKA_11.npy,HEAD ACHE,chayanika,23
landmarks/Back Ache/Rinki/Rinki__Rinki__WIN_20250602_12_33_09_Pro.npy,Back Ache,rinki,5
landmarks/Fever/anindita/WIN_20250602_12_26_43_Pro.npy,Fever,anindita,22
landmarks/DIARRHOEA/harkhapratim gogoi/HARKHAPRATIM_5.npy,DIARRHOEA,harkhapratim gogoi,16
landmarks/CHICKEN POX/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_13.npy,CHICKEN POX,arinjit kataki,9
landmarks/HEART ATTACK/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM_19.npy,HEART ATTACK,harkhapratim gogoi,24
landmarks/nausea/anindita/ANINDITA_29.npy,nausea,anindita,47
landmarks/Dizziness/anindita/WIN_20250602_12_15_34_Pro.npy,Dizziness,anindita,18
landmarks/HEAD ACHE/chayanika/CHAYANIKA_19.npy,HEAD ACHE,chayanika,23
landmarks/Vomit/Bishal/Bishal__Bishal__BISHAL_4.npy,Vomit,bishal,46
landmarks/FLU/pranati/PRANATI_10.npy,FLU,pranati,20
landmarks/ASTHMA/AKASH/AKASH__AKASH__AKASH_18.npy,ASTHMA,akash,0
landmarks/Ear Ache/Kalyan/Kalyan__Kalyan__KALYAN_16.npy,Ear Ache,kalyan,19
landmarks/Rash/Kalyan/Kalyan__Kalyan__KALYAN_26.npy,Rash,kalyan,34
landmarks/MUMPSE/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM11.npy,MUMPSE,harkhapratim gogoi,31
landmarks/TB/harkhapratim gogoi/HARKHAPRATIM_10.npy,TB,harkhapratim gogoi,44
landmarks/Cough/Kalyan/Kalyan__Kalyan__KALYAN_23.npy,Cough,kalyan,13
landmarks/Faint/rupanjali/RUPANJALI_24.npy,Faint,rupanjali,21
landmarks/BLOOD PRESSURE/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_3.npy,BLOOD PRESSURE,arinjit kataki,2
landmarks/Back Ache/Rinki/Rinki__Rinki__Rinki_26.npy,Back Ache,rinki,5
landmarks/TB/Arinjit Kataki/Arinjit_Kataki__Arinjit_Kataki__ARINJIT_22.npy,TB,arinjit kataki,44
landmarks/DIARRHOEA/Suresh/Suresh__Suresh__SURESH_2.npy,DIARRHOEA,suresh,16
landmarks/SORE THROAT/pranati/PRANATI_19.npy,SORE THROAT,pranati,37
landmarks/Vomit/Kalyan/Kalyan__Kalyan__KALYAN_10.npy,Vomit,kalyan,46
landmarks/Ear Ache/Bishal/Bishal__Bishal__BISHAL_22.npy,Ear Ache,bishal,19
landmarks/Retching/rajkumar/RAJKUMAR_26.npy,Retching,rajkumar,35
landmarks/Allergies/Biraj/Biraj__Biraj__BIRAJ_15.npy,Allergies,biraj,1
landmarks/Hiv/rinki/RINKI_16.npy,Hiv,rinki,27
landmarks/Bleed/rajkumar/RAJKUMAR_48.npy,Bleed,rajkumar,6
landmarks/RUNNY NOSE/prakash/PRAKASH_2.npy,RUNNY NOSE,prakash,33
landmarks/Injury/Bishal/Bishal__Bishal__BISHAL_22.npy,Injury,bishal,28
landmarks/HEPATITIS/AKASH/AKASH__AKASH__AKASH_18.npy,HEPATITIS,akash,26
landmarks/Cold/Biraj/Biraj__Biraj__BIRAJ_16.npy,Cold,biraj,12
landmarks/Sneeze/Rinki/Rinki__Rinki__Rinki_32.npy,Sneeze,rinki,40
landmarks/Swell/Rinki/Rinki__Rinki__Rinki_20.npy,Swell,rinki,43
landmarks/HEART ATTACK/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_29.npy,HEART ATTACK,arinjit kataki,24
landmarks/Back Ache/Junali/Junali__Junali__Junali_2.npy,Back Ache,junali,5
landmarks/RUNNY NOSE/prakash/PRAKASH_46.npy,RUNNY NOSE,prakash,33
landmarks/Rash/Shubham/Shubham__Shubham__SHUBHAM_6.npy,Rash,shubham,34
landmarks/HEAD ACHE/prakash/PRAKASH_8.npy,HEAD ACHE,prakash,23
landmarks/Allergies/Kalyan/Kalyan__Kalyan__KALYAN_29.npy,Allergies,kalyan,1
landmarks/TB/Akash/Akash__Akash__AKASH_31.npy,TB,akash,44
landmarks/HEAT BURN/arinjit kataki/ARINJIT_ 10.npy,HEAT BURN,arinjit kataki,25
landmarks/Fever/Rinki/Rinki__Rinki__Rinki_27.npy,Fever,rinki,22
landmarks/RUNNY NOSE/chayanika/CHAYANIKA_20.npy,RUNNY NOSE,chayanika,33
landmarks/Bone Fracture/rinki/RINKI_10.npy,Bone Fracture,rinki,7
landmarks/Bone Fracture/junali/JUNALI_7.npy,Bone Fracture,junali,7
landmarks/Rash/Kalyan/Kalyan__Kalyan__KALYAN_12.npy,Rash,kalyan,34
landmarks/Itch/anindita/ANINDITA_15.npy,Itch,anindita,29
landmarks/Tooth ache/Rinki/Rinki__Rinki__Rinki_4.npy,Tooth ache,rinki,45
landmarks/TB/Naresh/Naresh__Naresh__NARESH_6.npy,TB,naresh,44
landmarks/SHOULDER PAIN/harkhapratim gogoi/HARKAPRATIM_9.npy,SHOULDER PAIN,harkhapratim gogoi,36
landmarks/JAUNDICE/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_45.npy,JAUNDICE,arinjit kataki,30
landmarks/Retching/rupanjali/RUPANJALI_20.npy,Retching,rupanjali,35
landmarks/BROKEN BONES/arinjit kataki/ARINJIT_8.npy,BROKEN BONES,arinjit kataki,3
landmarks/Broken Arm/Biraj/Biraj__Biraj__BIRAJ_27.npy,Broken Arm,biraj,8
landmarks/HEAT BURN/harkhapratim gogoi/HARKAPRATIM_13.npy,HEAT BURN,harkhapratim gogoi,25
landmarks/Tooth ache/Rupanjali/Rupanjali__Rupanjali__WIN_20250602_11_24_17_Pro.npy,Tooth ache,rupanjali,45
landmarks/Sneeze/Rinki/Rinki__Rinki__Rinki_11.npy,Sneeze,rinki,40
landmarks/HEAD ACHE/arinjit kataki/ARINJIT_20.npy,HEAD ACHE,arinjit kataki,23
landmarks/Cough/Kalyan/Kalyan__Kalyan__KALYAN_18.npy,Cough,kalyan,13
landmarks/nausea/junali/JUNALI_14.npy,nausea,junali,47
landmarks/RUNNY NOSE/pranati/PRANATI_12.npy,RUNNY NOSE,pranati,33
landmarks/ASTHMA/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_8.npy,ASTHMA,arinjit kataki,0
landmarks/Retching/anindita/ANINDITA_15.npy,Retching,anindita,35
landmarks/Faint/rajkumar/RAJKUMAR_19.npy,Faint,rajkumar,21
landmarks/BRUISE/pranati/PRANATI_6.npy,BRUISE,pranati,4
landmarks/DIARRHOEA/Naresh/Naresh__Naresh__NARESH_35.npy,DIARRHOEA,naresh,16
landmarks/Swell/anindita/WIN_20250602_12_23_32_Pro.npy,Swell,anindita,43
landmarks/Broken Arm/Kalyan/Kalyan__Kalyan__KALYAN_23.npy,Broken Arm,kalyan,8
landmarks/Cold/Kalyan/Kalyan__Kalyan__KALYAN_5.npy,Cold,kalyan,12
landmarks/Vomit/Kalyan/Kalyan__Kalyan__KALYAN_2.npy,Vomit,kalyan,46
landmarks/Sneeze/Junali/Junali__Junali__WIN_20250602_11_52_10_Pro.npy,Sneeze,junali,40
landmarks/FLU/arinjit kataki/ARINJIT_10.npy,FLU,arinjit kataki,20
landmarks/Dizziness/Junali/Junali__Junali__Junali_4.npy,Dizziness,junali,18
landmarks/BROKEN BONES/prakash/PRAKASH_6.npy,BROKEN BONES,prakash,3
landmarks/DIARRHOEA/harkhapratim gogoi/HARKHAPRATIM_15.npy,DIARRHOEA,harkhapratim gogoi,16
landmarks/STD/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_27.npy,STD,arinjit kataki,38
landmarks/Cramp/Rinki/Rinki__Rinki__Rinki_15.npy,Cramp,rinki,14
landmarks/FLU/chayanika/CHAYANIKA_11.npy,FLU,chayanika,20
landmarks/Bleed/rajkumar/RAJKUMAR_38.npy,Bleed,rajkumar,6
landmarks/ASTHMA/NARESH/NARESH__NARESH__NARESH_11.npy,ASTHMA,naresh,0
landmarks/nausea/rupanjali/RUPANJALI_27.npy,nausea,rupanjali,47
landmarks/Faint/rajkumar/RAJKUMAR_18.npy,Faint,rajkumar,21
landmarks/Sneeze/Anindita/Anindita__Anindita__Anindita_4.npy,Sneeze,anindita,40
landmarks/FLU/harkhapratim gogoi/HARKAPRATIM_23.npy,FLU,harkhapratim gogoi,20
landmarks/Cut/Shubham/Shubham__Shubham__SHUBHAM_18.npy,Cut,shubham,15
landmarks/Itch/rupanjali/RUPANJALI_20.npy,Itch,rupanjali,29
landmarks/Sunburn/Shubham/Shubham__Shubham__SHUBHAM_7.mp4.npy,Sunburn,shubham,42
landmarks/Cut/Kalyan/Kalyan__Kalyan__KALYAN_27.npy,Cut,kalyan,15
landmarks/BRUISE/harkhapratim gogoi/HARKAPRATIM_8.npy,BRUISE,harkhapratim gogoi,4
landmarks/DIARRHOEA/Suresh/Suresh__Suresh__SURESH_4.npy,DIARRHOEA,suresh,16
landmarks/Retching/rupanjali/RUPANJALI_1.npy,Retching,rupanjali,35
landmarks/BLOOD PRESSURE/NARESH/NARESH__NARESH__NARESH_7.npy,BLOOD PRESSURE,naresh,2
landmarks/STD/AKASH/AKASH__AKASH__AKASH_38.npy,STD,akash,38
landmarks/Broken Arm/Kalyan/Kalyan__Kalyan__KALYAN_21.npy,Broken Arm,kalyan,8
landmarks/Bleed/anindita/ANINDITA_1.npy,Bleed,anindita,6
landmarks/Faint/rinki/RINKI_7.npy,Faint,rinki,21
landmarks/RUNNY NOSE/prakash/PRAKASH_21.npy,RUNNY NOSE,prakash,33
landmarks/Cut/Biraj/Biraj__Biraj__BIRAJ_21.npy,Cut,biraj,15
landmarks/JAUNDICE/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_24.npy,JAUNDICE,arinjit kataki,30
landmarks/Rash/Biraj/Biraj__Biraj__BIRAJ_14.npy,Rash,biraj,34
landmarks/HEAT BURN/chayanika/CHAYANIKA_ 12.npy,HEAT BURN,chayanika,25
landmarks/Bone Fracture/rinki/RINKI_5.npy,Bone Fracture,rinki,7
landmarks/Sneeze/Anindita/Anindita__Anindita__WIN_20250602_12_21_29_Pro.npy,Sneeze,anindita,40
landmarks/BRUISE/harkhapratim gogoi/HARKAPRATIM_4.npy,BRUISE,harkhapratim gogoi,4
landmarks/SORE THROAT/arinjit kataki/ARINJIT_26.npy,SORE THROAT,arinjit kataki,37
landmarks/Cough/Umiraj/Umiraj__Umiraj__UMIRAJ_18.npy,Cough,umiraj,13
landmarks/Itch/rupanjali/RUPANJALI_17.npy,Itch,rupanjali,29
landmarks/Sunburn/Bishal/Bishal__Bishal__BISHAL_2.npy,Sunburn,bishal,42
landmarks/MUMPSE/AKASH/AKASH__AKASH__AKASH_19.npy,MUMPSE,akash,31
landmarks/Ear Ache/Biraj/Biraj__Biraj__BIRAJ_46.npy,Ear Ache,biraj,19
landmarks/JAUNDICE/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_16.npy,JAUNDICE,arinjit kataki,30
landmarks/Dizziness/Rinki/Rinki__Rinki__WIN_20250602_12_35_56_Pro.npy,Dizziness,rinki,18
landmarks/nausea/junali/JUNALI_22.npy,nausea,junali,47
landmarks/SHOULDER PAIN/prakash/PRAKASH_9.npy,SHOULDER PAIN,prakash,36
landmarks/Cold/Shubham/Shubham__Shubham__SHUBHAM_19.npy,Cold,shubham,12
landmarks/SHOULDER PAIN/prakash/PRAKASH_16.npy,SHOULDER PAIN,prakash,36
landmarks/RUNNY NOSE/harkhapratim gogoi/HARKAPRATIM_7.npy,RUNNY NOSE,harkhapratim gogoi,33
landmarks/Fever/Rinki/Rinki__Rinki__WIN_20250602_12_57_16_Pro.npy,Fever,rinki,22
landmarks/Cold/Biraj/Biraj__Biraj__BIRAJ_26.npy,Cold,biraj,12
landmarks/Rash/Bishal/Bishal__Bishal__BISHAL_11.npy,Rash,bishal,34
landmarks/CONJUCTIVITIES/NARESH/NARESH__NARESH__NARESH_23.npy,CONJUCTIVITIES,naresh,10
landmarks/SHOULDER PAIN/pranati/PRANATI_24.npy,SHOULDER PAIN,pranati,36
landmarks/Hiv/rajkumar/RAJKUMAR_2.npy,Hiv,rajkumar,27
landmarks/Cancer/anindita/ANINDITA_13.npy,Cancer,anindita,11
landmarks/STD/NARESH/NARESH__NARESH__NARESH_2.npy,STD,naresh,38
landmarks/ASTHMA/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM_5.npy,ASTHMA,harkhapratim gogoi,0
landmarks/Cut/Umiraj/Umiraj__Umiraj__UMIRAJ_10.npy,Cut,umiraj,15
landmarks/Cold/Bishal/Bishal__Bishal__BISHAL_16.npy,Cold,bishal,12
landmarks/Retching/anindita/ANINDITA_19.npy,Retching,anindita,35
landmarks/Sunburn/Umiraj/Umiraj__Umiraj__UMIRAJ_9.mp4.npy,Sunburn,umiraj,42
landmarks/Cramp/Junali/Junali__Junali__Junali_14.npy,Cramp,junali,14
landmarks/Measles/rinki/RINKI_22.npy,Measles,rinki,32
landmarks/Swell/Junali/Junali__Junali__WIN_20250602_11_59_37_Pro.npy,Swell,junali,43
landmarks/Retching/anindita/ANINDITA_7.npy,Retching,anindita,35
landmarks/DIARRHOEA/Naresh/Naresh__Naresh__NARESH_13.npy,DIARRHOEA,naresh,16
landmarks/Diabetes/rupanjali/RUPANJALI_8.npy,Diabetes,rupanjali,17
landmarks/Faint/rajkumar/RAJKUMAR_8.npy,Faint,rajkumar,21
landmarks/Diabetes/rajkumar/RAJKUMAR_20.npy,Diabetes,rajkumar,17
landmarks/Sunburn/Kalyan/Kalyan__Kalyan__KALYAN_39.mp4.npy,Sunburn,kalyan,42
landmarks/nausea/rupanjali/RUPANJALI_39.npy,nausea,rupanjali,47
landmarks/RUNNY NOSE/prakash/PRAKASH_37.npy,RUNNY NOSE,prakash,33
landmarks/MUMPSE/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_23.npy,MUMPSE,arinjit kataki,31
landmarks/Faint/rajkumar/RAJKUMAR_12.npy,Faint,rajkumar,21
landmarks/Sneeze/Rinki/Rinki__Rinki__Rinki_27.npy,Sneeze,rinki,40
landmarks/SORE THROAT/chayanika/CHAYANIKA_13.npy,SORE THROAT,chayanika,37
